"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxCU%","pfxvSI","pfxvSL","pfxvCU","pfxSI-X","pfxSL-X","pfxCU-X","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwSI","pfxwSL","pfxwCU","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","piXX%","pivFA","pivSI","pivSL","pivXX","piFA-X","piSI-X","piSL-X","piXX-X","piFA-Z","piSI-Z","piSL-Z","piXX-Z","piwFA","piwSI","piwSL","piwXX","piwFA/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Elvis Peguero",21652,"2024-06-21","@SDP",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,0,0.2,6,2,1,0,0,1,0,0,0,0,1,13.500014081612,13.500014081612,27.000028163224,1,1,0,1,2,1,0,1,0,0,0.16666667,0.16666667,0,5.98386797026267,0,0.4,4.50000469387067,0.5,0.66666667,4.66648134291335,-4.66648134291335,9.20251129302689,0,113.663340880132,224.174827584746,0.5,0.25,0.25,0.5,0,0,0,0,6,12,18,-0.137586012482643,-0.167142033576965,0.0295560248196125,-1.51600003242493,-0.165411904454231,1.0819000005722,0.467700004577637,0.935400009155273,0.0944000035524368,1,1,-0.0683467090129852,-0.0588240206384386,0,1,0.77777778,97.85714286,0.22222222,90.25,NA,-1.55623960494995,0.0846229940652847,-11.1159971782139,2.11557485163212,0.2,0.625,0.38888889,1,0.8,0.85714286,0.44444444,0.83333333,0.05555556,0,2,2,1,2,1,4,0,0.5,0.5,0.25,0.5,0.25,4.73491992814878,NA,NA,NA,38.05177,56.56943,23.57493,71.73155,54.20837,72.98827,48.45484,53.82691,31.70498,0.22141,4.40921,NA,NA,NA,112.1,43.78,58.76,96.96,110,115.4,108.735555555556,58.4955555555556,71.3466666666667,0.77777778,0.22222222,NA,97.8928571428571,90.1999969482422,NA,-10.6085423060826,1.80741035938263,NA,3.3810784476144,-1.22548496723175,NA,-0.506090927869081,0.085180539637804,NA,-3.61493519906487,2.1295134909451,NA,0.36363636,0.42857143,0.38888889,0.75,1,0.85714286,0.38888889,20.33333333,NA,0.77777778,0.22222222,NA,NA,97.7413417271205,89.993896484375,NA,NA,-9.59130641392299,2.98978996276855,NA,NA,1.74428054264614,-2.81656742095947,NA,NA,-0.506090927869081,0.085180539637804,NA,NA,-3.61493519906487,2.1295134909451,NA,0.36363636,0.42857143,0.38888889,1,1,1,0.38888889,4,88.7422637939453,14.1294355392456,0,0,99.9853,1,0.25,"2024-06-21",0
"Elvis Peguero",21652,"2024-06-17","@LAA",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,3,0,0,0,0,0,0,0.25,0,0.25,-0.797583415985107,0,0,0,0,1,1.66647942066184,-1.66647942066184,1.66647942066184,0,41.7325419133724,42.0611643485404,3,0,1,0,0,0,0,0,5,10,15,0.0577660016715527,0,0.0577660016715527,0.948000013828278,0.096194826066494,0.559149980545044,0.700800001621246,1.08840000629425,0.407000005245209,1,1,0.103509530425072,-0.000199142011494458,0,0,0.4,97,0.6,90.22222222,NA,0.407246440649033,0.495321810245514,6.78744067748388,5.5035756693946,0.44444444,0.66666667,0.53333333,0.5,1,0.75,0.4,0.5,0.13333333,3,0,0,0,3,0,3,1,0,0,0,1,0,0.158779415319409,NA,NA,NA,37.96701,61.31721,26.44662,61.44747,62.77066,48.69711,55.55963,66.51694,37.88437,-0.21999,3.74711,NA,NA,NA,116.38,75.96,93.02,107.74,133.7,142.44,111.196,110.604,122.672,0.4,0.6,NA,97.0166625976562,90.1444430881076,NA,-10.7446606953939,0.920411003960503,NA,2.97538057963053,0.874818113115099,NA,0.411983828991652,0.501454800367355,NA,6.86639714986086,5.57172000408173,NA,0.44444444,0.66666667,0.53333333,0.5,1,0.75,0.4,20.81818182,NA,0.4,0.6,NA,NA,97.1490478515625,90.2600572374132,NA,NA,-9.98533821105957,1.71332422892253,NA,NA,1.52983824412028,-0.504454347822401,NA,NA,0.411983828991652,0.501454800367355,NA,NA,6.86639714986086,5.57172000408173,NA,0.44444444,0.66666667,0.53333333,0.5,1,0.75,0.4,3,90.8751449584961,-28.6832847595215,0,0,91.0752,0,0,"2024-06-17",0
"Elvis Peguero",21652,"2024-06-11","TOR",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,0,0,0,6.75000160932579,0,0.25,0,4,1,0,0,1,0,0,0,0,0,2.88472908401489,0,0.2,0.750000178813977,0.2,1,3.1664797782898,-3.1664797782898,4.30048635332443,0,77.697926926735,105.713847832508,4,0,0.8,0.2,0,0,0,0,3,12,15,0.0572679862380028,-0.042052011936903,0.0993200019001961,0.72900003194809,0.0748844370245934,0.936839997768402,0.678866684436798,0.659000039100647,0.658800005912781,1,1,0.0303868986666203,0.030741988202448,0,0,0.53333333,96.875,0.46666667,90,NA,0.677982449531555,-0.331932812929153,8.47478061914444,-4.74189732755934,0.5,0.57142857,0.53333333,0.25,1,0.625,0.46666667,1,0.2,2,2,1,1,3,1,5,0.4,0.4,0.2,0.2,0.6,0.2,1.2529488658377,NA,NA,NA,60.47827,45.3077,62.7203,65.27127,56.10643,66.78092,68.97915,51.87315,73.33986,-1.05369,2.49656,NA,NA,NA,114.62,97.72,96.62,110.84,127.12,136.6,112.856,111.44,115.277333333333,0.53333333,0.46666667,NA,96.7874984741211,89.971426827567,NA,-9.77355575561523,1.06202343532017,NA,2.75687432289124,-0.349854503359113,NA,0.68807590380311,-0.337707199156284,NA,8.60094879753888,-4.82438855937549,NA,0.57142857,0.5,0.53333333,0.25,1,0.625,0.53333333,16.3,NA,0.53333333,0.46666667,NA,NA,96.7607116699219,89.9431849888393,NA,NA,-8.99388599395752,2.08299991062709,NA,NA,1.6096054315567,-1.64698587145124,NA,NA,0.68807590380311,-0.337707199156284,NA,NA,8.60094879753888,-4.82438855937549,NA,0.5,0.57142857,0.53333333,0.25,1,0.625,0.46666667,5,86.1677856445312,-9.81277847290039,0,0,99.3368,1,0.2,"2024-06-11",0
"Elvis Peguero",21652,"2024-06-04","@PHI",23,2024,"MIL","A",27,0,0,9,1,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,0,0,1,9,9,9,1,0,0,1,2,0,0,0,0,0,0.2,0.2,0,6.14436908401489,9,0.25,2,0,1,17.1664797782898,-8.16647977828979,7.19049659073353,218.032512457265,413.374773686503,175.553036418574,0.5,0,0.333333333,0.666666666,0,0.5,0,0,8,11,19,-0.195979982614517,-0.349317967891693,0.153337970376015,-0.499000012874603,-0.0511008650064468,1.97052001953125,2.48060011863708,2.48060011863708,2.26099991798401,1,1,-0.0780954882502556,-0.0213604831035078,0,1,0.52631579,96.7,0.47368421,89.55555556,NA,-1.40433037281036,0.40821897983551,-14.0433037281036,4.53576644261678,0.4,0.75,0.47368421,0.66666667,1,0.77777778,0.21052632,0.4,0.10526316,0,2,1,1,1,1,3,0,0.66666667,0.33333333,0.33333333,0.33333333,0.33333333,15.7502769764436,NA,NA,NA,27.83295,65.46605,32.36782,51.69355,54.80974,45.53452,40.20135,62.05209,37.1742,0.73416,5.17833,NA,NA,NA,110.4,60.2,61.32,106.4,113.86,118.32,108.505263157895,85.6178947368421,88.32,0.52631579,0.47368421,NA,96.6299987792969,89.4888916015625,NA,-10.543091583252,1.67039966583252,NA,3.49890670776367,-0.564962228139242,NA,-1.408287640661,0.411347739398479,NA,-14.08287640661,4.57053043776088,NA,0.4,0.75,0.47368421,0.66666667,1,0.77777778,0.21052632,17.35714286,NA,0.52631579,0.47368421,NA,NA,96.6271301269531,89.4665866427951,NA,NA,-9.73264999389648,2.63057878282335,NA,NA,2.20673503875732,-1.96846283806695,NA,NA,-1.408287640661,0.411347739398479,NA,NA,-14.08287640661,4.57053043776088,NA,0.4,0.75,0.47368421,0.66666667,1,0.77777778,0.21052632,3,84.0123697916667,20.7349764506022,1,0.33333333,104.856,1,0.33333333,"2024-06-04",0
"Elvis Peguero",21652,"2024-06-01","CHW",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,101.674844552433,102.47548198021,1,0,1,0,0,0,0,0,2,5,7,0.137074023485184,-0.0817920118570328,0.218866035342216,0.499000012874603,0.0512583442032337,2.93246674537659,2.31839990615845,2.31839990615845,2.64140009880066,1,1,0.0336276739835739,0.0131159161019057,1,0,0.42857143,96,0.57142857,90.25,NA,-0.234186127781868,0.930488228797913,-7.8062042593956,23.2622057199478,0.5,0.33333333,0.42857143,1,1,1,0.42857143,0.66666667,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3.89223344111437,NA,NA,NA,20,38.1278,20,80,52.53008,80,27.60151,49.11229,20,1.51695,6.35252,NA,NA,NA,79.88,-39.08,-67.54,100.04,142.16,150.32,89.96,51.54,41.39,0.42857143,0.57142857,NA,96.2000020345052,90.1500015258789,NA,-9.31714121500651,0.930435597896576,NA,3.35827954610189,-1.25179171562195,NA,-0.24084086343646,0.946215867996216,NA,-8.02802878121535,23.6553966999054,NA,0.25,0.66666667,0.42857143,1,1,1,0.42857143,21.5,NA,0.42857143,0.57142857,NA,NA,95.9961649576823,89.9646759033203,NA,NA,-9.03241284688314,1.76910495758057,NA,NA,2.22969325383504,-2.69020009040833,NA,NA,-0.24084086343646,0.946215867996216,NA,NA,-8.02802878121535,23.6553966999054,NA,0.33333333,0.5,0.42857143,1,1,1,0.57142857,1,71.2139205932617,-25.2515907287598,0,0,71.2139,0,0,"2024-06-01",0
"Elvis Peguero",21652,"2024-05-30","CHC",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,1,0,0,0,0,0,0,0,5.15272908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.697926926735,114.84853560366,2,0.25,0.5,0.25,0,0,0,0,4,9,13,0.0734259933233261,-0.0494340471923351,0.122860044240952,0.498999983072281,0.0512583442032337,1.4404000043869,1.49779999256134,1.49779999256134,NA,0,1,0.025703826919198,0.0252722860353277,1,0,0.53846154,97.57142857,0.46153846,91,NA,0.371980607509613,-0.161939829587936,5.31400867870876,-2.69899715979894,0.33333333,0.71428571,0.53846154,0.5,1,0.85714286,0.53846154,0.5,0.07692308,2,1,1,1,3,0,4,0.5,0.25,0.25,0.25,0.75,0,4.55799384948291,NA,NA,NA,80,75.34018,69.63547,68.59306,55.76704,65.65132,80,67.88747,78.09013,-2.24453,0.7103,NA,NA,NA,124.78,133.18,156.7,111.32,138.9,148.66,118.567692307692,135.82,152.989230769231,0.53846154,0.46153846,NA,97.4285714285714,90.9333292643229,NA,-10.8993159702846,0.442072192827861,NA,2.43745967320033,-0.201152920722961,NA,0.376387037336826,-0.165353056043386,NA,5.37695767624038,-2.75588426738977,NA,0.5,0.57142857,0.53846154,0.66666667,1,0.85714286,0.53846154,18.66666667,NA,0.53846154,0.46153846,NA,NA,97.1776820591518,90.6925862630208,NA,NA,-10.4423413957868,1.53712638219198,NA,NA,1.16348021371024,-1.67711623509725,NA,NA,0.376387037336826,-0.165353056043386,NA,NA,5.37695767624038,-2.75588426738977,NA,0.42857143,0.66666667,0.53846154,0.66666667,1,0.85714286,0.46153846,4,87.282844543457,-4.15508079528809,0,0,95.2588,1,0.25,"2024-05-30",0
"Elvis Peguero",21652,"2024-05-28","CHC",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,3,1,0,1,0,2,18,27,0,0.66666667,0,0,0,0,1,0,0,0,0,0.33333333,0.5,-0.16666667,11.8476179767167,0,0,3,0,1,8.16647977828979,-8.16647977828979,8.16647977828979,0,197.582515055224,199.138376363141,0,1,0,0,0,0,1,9,10,10,20,0.0376800000667572,-0.0687800049781799,0.106460005044937,0.499000012874603,0.0512583442032337,1.07808566093445,0.658399999141693,0.658399999141693,2.64140009880066,1,1,0.0152510050684214,0.0196998355114426,0,0,0.57894737,96.72727273,0.42105263,91,0.25,0.562920272350311,-0.280711531639099,5.11745702136647,-3.50889414548874,0.16666667,0.57142857,0.31578947,0.5,0.75,0.66666667,0.36842105,0.66666667,0.1,0,0,1,0,1,0,1,0,0,1,0,1,0,13.1154590400214,NA,NA,NA,50.7142,60.73166,38.37633,20,62.93934,20,26.34341,63.06967,20,1.59511,6.46976,NA,NA,NA,103.48,91.08,95.82,112.5,18.96,40.46,107.277894736842,60.7136842105263,72.5105263157895,0.57894737,0.42105263,NA,96.7272727272727,90.9749984741211,NA,-10.7257080078125,0.408694207668304,NA,2.63106692921032,0.585604548454285,NA,0.56720569357276,-0.289307300001383,NA,5.156415396116,-3.61634125001729,NA,0.18181818,0.5,0.31578947,0.5,0.75,0.66666667,0.42105263,18.28571429,NA,0.57894737,0.42105263,NA,NA,96.4226962002841,90.6519165039062,NA,NA,-10.3028363314542,1.48027050495148,NA,NA,1.46455643393777,-0.905716478824615,NA,NA,0.591117572039366,-0.289307300001383,NA,NA,5.37379610944878,-3.61634125001729,NA,0.18181818,0.5,0.31578947,0.5,0.75,0.66666667,0.42105263,1,74.5620956420898,10.7621059417725,0,0,74.5621,0,0,"2024-05-28",0
"Elvis Peguero",21652,"2024-05-26","@BOS",23,2024,"MIL","A",27,0,1,9,1,0,0,0,0,0,0,0,1,6,3,1,1,0,1,1,0,0,0,0,0,9,27,0,0,0,3,0,2,0,0,0,0,0,0.16666667,-0.16666667,6.17789573778489,0,0.6,4,0.6,0.75,6.1664797782898,2.8335202217102,6.1664797782898,218.032512457265,149.628679803828,150.806929171676,3,0.4,0.6,0,0,0,0,0,3,14,17,-0.215308010578156,-0.305311977863312,0.0900039672851562,-0.453000038862228,-0.0436416156589985,1.2960000038147,1.81840002536774,1.81840002536774,NA,0,1,-0.0939550697803497,-0.0721776539421884,0,1,0.35294118,96.66666667,0.64705882,91.27272727,0.23529412,-0.0485754571855068,-0.640607893466949,-0.80959095309178,-5.82370812242681,0.81818182,0.66666667,0.76470588,0.66666667,1,0.76923077,0.35294118,0.66666667,0.17647059,1,2,2,1,2,2,5,0.2,0.4,0.4,0.2,0.4,0.4,10.5033378752252,NA,NA,NA,66.83973,44.4594,54.70135,53.79607,48.2368,57.32687,63.48312,50.32423,60.7788,-0.71225,3.00872,NA,NA,NA,94.1,114.86,103.54,111.32,116.86,116.84,105.242352941176,116.154117647059,112.145882352941,0.35294118,0.64705882,NA,96.5499979654948,91.2181784889915,NA,-10.1815560658773,0.87132436578924,NA,2.57749684651693,0.27892238443548,NA,-0.0473142005503178,-0.647187747061253,NA,-0.788570009171963,-5.88352497328412,NA,0.71428571,0.8,0.76470588,0.4,1,0.76923077,0.58823529,22.8,NA,0.35294118,0.64705882,NA,NA,96.8321634928385,91.4735107421875,NA,NA,-9.93957010904948,1.48760240728205,NA,NA,1.5462916692098,-0.862591483376243,NA,NA,-0.0473142005503178,-0.647187747061253,NA,NA,-0.788570009171963,-5.88352497328412,NA,0.71428571,0.8,0.76470588,0.4,1,0.76923077,0.58823529,5,90.7787719726562,1.93068218231201,0,0,99.7158,2,0.4,"2024-05-26",0
"Elvis Peguero",21652,"2024-05-22","@MIA",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.697926926735,114.84853560366,2,0,0.666666666,0.333333333,0,0,0,0,1,5,6,0.0326399803161621,0,0.0326399803161621,0.522000014781952,0.0519402995705605,0.423999965190887,0.549999952316284,0.549999952316284,NA,0,1,0.0770424380898476,-6.13461186079328e-05,0,0,0.5,97,0.5,90.33333333,NA,0.496316194534302,0.177677512168884,16.5438731511434,5.92258373896281,0.66666667,0.66666667,0.66666667,0.5,1,0.75,0.5,0.66666667,0.16666667,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,1.17363622456185,NA,NA,NA,37.74396,55.05757,35.89612,20,47.01277,20,22.24652,52.33998,20,1.84963,6.85154,NA,NA,NA,94.94,118.3,121.34,96.8,76.84,79.44,95.87,97.57,100.39,0.5,0.5,NA,97.2666625976562,90.4666646321615,NA,-10.1577059427897,1.40498447418213,NA,3.95431009928385,-1.11776940027873,NA,0.544764399528503,0.17969099059701,NA,18.1588133176168,5.98969968656699,NA,0.66666667,0.66666667,0.66666667,0.5,1,0.75,0.5,16.33333333,NA,0.5,0.5,NA,NA,97.5457356770833,90.7494710286458,NA,NA,-9.36919021606445,2.06426000595093,NA,NA,2.44334665934245,-2.72855313618978,NA,NA,0.544764399528503,0.17969099059701,NA,NA,18.1588133176168,5.98969968656699,NA,0.66666667,0.66666667,0.66666667,0.5,1,0.75,0.5,3,93.9087422688802,5.94114812215169,0,0,104.437,1,0.33333333,"2024-05-22",0
"Elvis Peguero",21652,"2024-05-20","@MIA",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,1,0,0.2,3,1,0,0,0,1,0,0,0,0,0,0,13.500014081612,13.500014081612,0,0.5,0,2,0,0,0,1,0,0,0,0.33333333,-0.33333333,9.01695130162333,0,0.5,3.00000312924711,0.5,1,7.66648447216047,-7.66648447216047,7.66648447216047,0,185.594168786925,187.055627996056,2,0,1,0,0,0,0,0,5,7,12,-0.006779994815588,-0.256980031728745,0.250200033187866,-0.300999999046326,-0.0299502480775118,3.20533323287964,1.06700003147125,2.1340000629425,2.49200010299683,1,1,-0.0161680858582258,0.0140528627837448,0,0,0.16666667,98,0.83333333,90.8,NA,-0.246832579374313,0.253714025020599,-12.3416289687157,2.53714025020599,0.375,0.5,0.41666667,0.33333333,1,0.6,0.33333333,0.66666667,0.16666667,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,6.73101534094537,NA,NA,NA,80,71.8949,80,39.33584,59.84418,41.69239,56.5105,69.59623,62.13536,-0.27906,3.6585,NA,NA,NA,105.22,90.76,115.06,114.56,87.18,94.5,113.003333333333,87.7766666666667,97.9266666666667,0.16666667,0.83333333,NA,98.1000061035156,90.7400024414062,NA,-11.0947608947754,1.49294471740723,NA,3.26699066162109,0.0416098475456238,NA,-0.253058724105358,0.258564971387386,NA,-12.6529362052679,2.58564971387386,NA,0.42857143,0.4,0.41666667,0.33333333,1,0.6,0.41666667,19.88888889,NA,0.16666667,0.83333333,NA,NA,98.3323974609375,90.9240905761719,NA,NA,-10.2062997817993,2.12783851623535,NA,NA,1.75974500179291,-1.35485277175903,NA,NA,-0.253058724105358,0.258564971387386,NA,NA,-12.6529362052679,2.58564971387386,NA,0.5,0.33333333,0.41666667,0.33333333,1,0.6,0.5,2,84.4171905517578,-8.96332454681396,0,0,96.6885,1,0.5,"2024-05-20",0
"Elvis Peguero",21652,"2024-05-18","@HOU",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.7440916753395,29.9783111930123,1,0.5,0.5,0,0,0,0,0,1,9,10,0.0782079994678497,0,0.0782079994678497,0.476999998092651,0.0505564361810684,1.04393327236176,1.51059997081757,1.51059997081757,1.66380000114441,1,1,0.0752284526824951,-0.00031178747178208,1,0,0.5,98,0.5,92.4,NA,0.468602448701859,0.289916634559631,9.37204897403717,5.79833269119263,0.8,0.4,0.6,1,0.5,0.83333333,0.5,1,0.1,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,3.83516762715984,NA,NA,NA,80,52.77437,80,80,49.21649,80,80,52.47844,80,-3.26506,-0.8205,NA,NA,NA,129.6,139.78,147.3,98.08,153.98,152.24,113.84,146.88,149.77,0.5,0.5,NA,97.7200012207031,92.1599975585937,NA,-10.6198432922363,1.01057796478271,NA,3.9127269744873,0.0450050830841064,NA,0.474110204726458,0.293468426913023,NA,9.48220409452915,5.86936853826046,NA,0.66666667,0.57142857,0.6,1,0.75,0.83333333,0.7,22.71428571,NA,0.5,0.5,NA,NA,98.0033813476562,92.4363220214844,NA,NA,-9.80416259765625,1.78572406768799,NA,NA,2.39096794128418,-1.3399266242981,NA,NA,0.474110204726458,0.293468426913023,NA,NA,9.48220409452915,5.86936853826046,NA,0.66666667,0.57142857,0.6,1,0.75,0.83333333,0.7,2,83.7025756835938,-1.69426965713501,0,0,102.783,1,0.5,"2024-05-18",0
"Elvis Peguero",21652,"2024-05-17","@HOU",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,29.7440916753395,103.055865631376,0,0,0,1,0,0,0,0,2,9,11,0.040816031396389,0,0.040816031396389,0.476999998092651,0.0505564361810684,0.545666635036469,0.724799990653992,0.724799990653992,0.50900000333786,1,1,0.074948787689209,-0.000148481466232475,0,0,0.45454545,98,0.54545455,91.83333333,NA,0.251347869634628,0.514611184597015,5.02695739269257,8.57685307661692,0.66666667,0.6,0.63636364,0.25,1,0.57142857,0.45454545,1,0.27272727,0,2,0,0,0,2,2,0,1,0,0,0,1,-0.515790634388877,NA,NA,NA,80,60.93946,77.80292,74.33869,54.37967,73.9707,80,60.00744,80,-2.824,-0.15891,NA,NA,NA,124.18,126.04,129.72,113.84,133.22,141.36,118.54,129.956363636364,136.069090909091,0.45454545,0.54545455,NA,98.1,91.7166646321615,NA,-11.2662994384766,0.698896805445353,NA,3.98845405578613,-0.354612270991008,NA,0.254050508141518,0.562909506261349,NA,5.08101016283035,9.38182510435581,NA,0.66666667,0.6,0.63636364,0.25,1,0.57142857,0.45454545,17.875,NA,0.45454545,0.54545455,NA,NA,98.457080078125,92.0473022460938,NA,NA,-10.5855804443359,1.64989487330119,NA,NA,2.68252601623535,-1.89064645767212,NA,NA,0.254050508141518,0.562909506261349,NA,NA,5.08101016283035,9.38182510435581,NA,0.66666667,0.6,0.63636364,0.25,1,0.57142857,0.45454545,2,102.436172485352,21.4801216125488,1,0.5,103.674,2,1,"2024-05-17",0
"Elvis Peguero",21652,"2024-05-14","PIT",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.209743576056,18.1856412207288,0,0,0,1,0,0,0,0,6,13,19,0.0741519927978516,0,0.0741519927978516,0.499000012874603,0.051258347928524,0.975333333015442,1.44840002059937,1.44840002059937,1.49779999256134,1,1,0.0765419229865074,-0.000514589266049456,1,0,0.36842105,97.85714286,0.63157895,91.33333333,NA,0.144535794854164,0.626594960689545,2.0647970693452,5.22162467241287,0.38461538,0.83333333,0.52631579,0.4,0.8,0.6,0.31578947,0.66666667,0.21052632,0,1,0,0,0,1,1,0,1,0,0,0,1,-1.70996771693952,NA,NA,NA,80,64.98868,80,68.96247,70.60076,74.56672,80,74.24176,80,-2.05986,0.9873,NA,NA,NA,142.96,110.94,136.06,131.12,111.04,132.82,135.482105263158,111.003157894737,134.013684210526,0.36842105,0.63157895,NA,97.7999965122768,91.1583353678385,NA,-10.4156167166574,1.84020789464315,NA,1.74939387185233,-1.45964606602987,NA,0.18812196329236,0.633936516940594,NA,2.68745661846229,5.28280430783828,NA,0.4,0.66666667,0.52631579,0.25,0.83333333,0.6,0.47368421,21.9375,NA,0.36842105,0.63157895,NA,NA,97.6115025111607,90.9683837890625,NA,NA,-9.88108171735491,2.74177265167236,NA,NA,0.839174747467041,-2.68335469563802,NA,NA,0.18812196329236,0.633936516940594,NA,NA,2.68745661846229,5.28280430783828,NA,0.33333333,0.7,0.52631579,0,0.85714286,0.6,0.52631579,1,107.569213867188,18.3661212921143,1,1,107.569,1,1,"2024-05-14",0
